대분류코드,대분류명칭,중분류코드,중분류명칭,소분류코드,소분류명칭,세분류코드,세분류명칭,능력단위분류번호,능력단위코드,능력단위명칭,수준
01,사업관리,01,사업관리,01,프로젝트관리,01,공적개발원조사업관리,0101010101_17v2,01,공적개발원조사업 개발전략수립,7
01,사업관리,01,사업관리,01,프로젝트관리,01,공적개발원조사업관리,0101010102_17v2,02,공적개발원조사업 사업기획,6
01,사업관리,01,사업관리,01,프로젝트관리,01,공적개발원조사업관리,0101010103_17v2,03,공적개발원조사업 PDM수립,5
01,사업관리,01,사업관리,01,프로젝트관리,01,공적개발원조사업관리,0101010104_17v2,04,공적개발원조사업 총괄운영관리,5
01,사업관리,01,사업관리,01,프로젝트관리,01,공적개발원조사업관리,0101010105_17v2,05,공적개발원조사업 프로젝트 집행,4
01,사업관리,01,사업관리,01,프로젝트관리,01,공적개발원조사업관리,0101010106_17v2,06,공적개발원조사업 성과관리,5
01,사업관리,01,사업관리,01,프로젝트관리,01,공적개발원조사업관리,0101010107_17v2,07,공적개발원조사업 평가관리,5
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010201_17v2,01,프로젝트 전략기획,6
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010202_17v2,02,프로젝트 통합관리,6
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010203_17v2,03,프로젝트 이해관계자관리,5
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010204_17v2,04,프로젝트 범위관리,5
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010205_17v2,05,프로젝트 인적자원관리,4
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010206_17v2,06,프로젝트 일정관리,4
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010207_17v2,07,프로젝트 원가관리,4
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010208_17v2,08,프로젝트 리스크관리,5
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010209_15v1,09,프로젝트 품질관리,5
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010210_15v1,10,프로젝트 조달관리,4
01,사업관리,01,사업관리,01,프로젝트관리,02,프로젝트관리,0101010211_15v1,11,프로젝트 의사소통관리,5
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010301_16v2,01,산학협력 사업기획,6
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010310_16v2,10,대학기술이전 기획,6
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010311_16v2,11,대학기술이전 성과 관리,5
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010312_16v2,12,대학기술사업화,7
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010313_16v2,13,산학협력 연구비관리,4
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010314_16v2,14,산학협력 과제관리,4
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010315_16v2,15,대학 창업교육 기획,6
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010316_16v2,16,대학 창업교육 운영,5
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010317_16v2,17,입주기업 지원관리,4
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010318_16v2,18,산학협력 지식재산권 관리전략,6
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010319_16v2,19,산학협력 지식재산권 운영관리,5
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010320_16v2,20,산학협력 학술연구진흥,6
01,사업관리,01,사업관리,01,프로젝트관리,03,산학협력관리,0101010321_16v1,21,산학협력 회계관리,6
01,사업관리,01,사업관리,02,해외관리,01,해외법인설립관리,0101020101_15v1,01,해외법인 설립목적 파악,4
01,사업관리,01,사업관리,02,해외관리,01,해외법인설립관리,0101020102_15v1,02,해외법인 설립내부역량 분석,4
01,사업관리,01,사업관리,02,해외관리,01,해외법인설립관리,0101020103_15v1,03,해외법인 설립대상국 분석,4
01,사업관리,01,사업관리,02,해외관리,01,해외법인설립관리,0101020104_15v1,04,해외법인 설립타당성 검토,5
01,사업관리,01,사업관리,02,해외관리,01,해외법인설립관리,0101020105_15v1,05,해외법인 설립계획 수립,4
01,사업관리,01,사업관리,02,해외관리,01,해외법인설립관리,0101020106_15v1,06,해외법인 운영계획 수립,4
01,사업관리,01,사업관리,02,해외관리,01,해외법인설립관리,0101020107_15v1,07,국내 해외법인 설립절차 진행,3
01,사업관리,01,사업관리,02,해외관리,01,해외법인설립관리,0101020108_15v1,08,현지 해외법인설립 절차 진행,4
01,사업관리,01,사업관리,02,해외관리,01,해외법인설립관리,0101020109_15v1,09,해외법인설립 위험 관리,5
01,사업관리,01,사업관리,02,해외관리,01,해외법인설립관리,0101020110_15v1,10,해외법인 설립 이해 관계자 관리,5
01,사업관리,01,사업관리,02,해외관리,02,해외취업관리,0101020201_15v1,01,해외취업 정보수집,4
01,사업관리,01,사업관리,02,해외관리,02,해외취업관리,0101020202_15v1,02,해외취업 사업기획,5
01,사업관리,01,사업관리,02,해외관리,02,해외취업관리,0101020203_15v1,03,해외구인처 발굴,5
01,사업관리,01,사업관리,02,해외관리,02,해외취업관리,0101020204_15v1,04,해외취업 구직자 발굴,4
01,사업관리,01,사업관리,02,해외관리,02,해외취업관리,0101020205_15v1,05,해외취업 구직자 컨설팅,5
01,사업관리,01,사업관리,02,해외관리,02,해외취업관리,0101020206_15v1,06,해외취업 구직자 교육 훈련,4
01,사업관리,01,사업관리,02,해외관리,02,해외취업관리,0101020207_15v1,07,해외취업 알선,4
01,사업관리,01,사업관리,02,해외관리,02,해외취업관리,0101020208_15v1,08,해외취업 정착 지원,4
01,사업관리,01,사업관리,02,해외관리,02,해외취업관리,0101020209_15v1,09,해외취업자 모니터링,4
01,사업관리,01,사업관리,02,해외관리,02,해외취업관리,0101020210_15v1,10,해외취업 일반관리,3
02,경영·회계·사무,01,기획사무,01,경영기획,01,경영기획,0201010101_22v3,01,사업환경 분석,4
02,경영·회계·사무,01,기획사무,01,경영기획,01,경영기획,0201010102_22v2,02,경영방침 수립,7
02,경영·회계·사무,01,기획사무,01,경영기획,01,경영기획,0201010103_22v2,03,경영계획 수립,6
02,경영·회계·사무,01,기획사무,01,경영기획,01,경영기획,0201010104_22v2,04,신규사업 기획,6
02,경영·회계·사무,01,기획사무,01,경영기획,01,경영기획,0201010105_22v2,05,사업별 투자 관리,5
02,경영·회계·사무,01,기획사무,01,경영기획,01,경영기획,0201010106_13v1,06,예산 관리,4
02,경영·회계·사무,01,기획사무,01,경영기획,01,경영기획,0201010107_22v2,07,경영실적 분석,5
02,경영·회계·사무,01,기획사무,01,경영기획,01,경영기획,0201010108_22v2,08,경영 리스크 관리,6
02,경영·회계·사무,01,기획사무,01,경영기획,01,경영기획,0201010109_22v2,09,이해관계자 관리,5
02,경영·회계·사무,01,기획사무,01,경영기획,02,경영평가,0201010202_22v2,02,경영평가관련 정보수집,4
02,경영·회계·사무,01,기획사무,01,경영기획,02,경영평가,0201010204_13v1,04,경영평가방법 설정,5
02,경영·회계·사무,01,기획사무,01,경영기획,02,경영평가,0201010205_13v1,05,경영평가도구 개발,5
02,경영·회계·사무,01,기획사무,01,경영기획,02,경영평가,0201010206_22v2,06,경영평가활동 수행,6
02,경영·회계·사무,01,기획사무,01,경영기획,02,경영평가,0201010207_22v2,07,경영평가 결과보고,5
02,경영·회계·사무,01,기획사무,01,경영기획,02,경영평가,0201010208_13v1,08,경영평가 모니터링,5
02,경영·회계·사무,01,기획사무,01,경영기획,02,경영평가,0201010209_22v2,09,경영평가 사후관리,5
02,경영·회계·사무,01,기획사무,01,경영기획,02,경영평가,0201010210_22v3,10,경영평가계획 수립,6
02,경영·회계·사무,01,기획사무,02,홍보·광고,01,PR,0201020103_24v3,03,온라인 PR,3
02,경영·회계·사무,01,기획사무,02,홍보·광고,01,PR,0201020104_24v3,04,오프라인 PR,3
02,경영·회계·사무,01,기획사무,02,홍보·광고,01,PR,0201020105_24v3,05,언론 홍보,5
02,경영·회계·사무,01,기획사무,02,홍보·광고,01,PR,0201020106_24v3,06,조직문화 전파,3
02,경영·회계·사무,01,기획사무,02,홍보·광고,01,PR,0201020107_24v3,07,사회공헌활동,3
02,경영·회계·사무,01,기획사무,02,홍보·광고,01,PR,0201020108_24v3,08,위기관리,6
02,경영·회계·사무,01,기획사무,02,홍보·광고,01,PR,0201020111_24v4,11,PR 환경분석,3
02,경영·회계·사무,01,기획사무,02,홍보·광고,01,PR,0201020114_24v4,14,PR 환경조사,3
02,경영·회계·사무,01,기획사무,02,홍보·광고,01,PR,0201020115_24v5,15,PR 전략 수립,5
02,경영·회계·사무,01,기획사무,02,홍보·광고,01,PR,0201020116_24v4,16,PR 활동 평가,4
02,경영·회계·사무,01,기획사무,02,홍보·광고,02,광고,0201020205_24v4,05,광고 전략 수립,5
02,경영·회계·사무,01,기획사무,02,홍보·광고,02,광고,0201020206_24v4,06,광고 제작,4
02,경영·회계·사무,01,기획사무,02,홍보·광고,02,광고,0201020207_24v4,07,광고 집행 관리,4
02,경영·회계·사무,01,기획사무,02,홍보·광고,02,광고,0201020208_24v3,08,광고 효과 평가,4
02,경영·회계·사무,01,기획사무,02,홍보·광고,02,광고,0201020209_24v3,09,브랜드 기획,6
02,경영·회계·사무,01,기획사무,02,홍보·광고,02,광고,0201020210_24v4,10,브랜드 관리,4
02,경영·회계·사무,01,기획사무,02,홍보·광고,02,광고,0201020211_24v4,11,브랜드 평가,4
02,경영·회계·사무,01,기획사무,03,마케팅,01,마케팅전략기획,0201030102_21v5,02,신상품 기획,5
02,경영·회계·사무,01,기획사무,03,마케팅,01,마케팅전략기획,0201030106_21v4,06,전략적 제휴,5
02,경영·회계·사무,01,기획사무,03,마케팅,01,마케팅전략기획,0201030108_21v4,08,마케팅 전략 계획 수립,5
02,경영·회계·사무,01,기획사무,03,마케팅,01,마케팅전략기획,0201030109_21v4,09,마케팅 시장 환경 분석,3
02,경영·회계·사무,01,기획사무,03,마케팅,01,마케팅전략기획,0201030116_21v4,16,STP 전략 수립,4
02,경영·회계·사무,01,기획사무,03,마케팅,01,마케팅전략기획,0201030117_21v4,17,마케팅 믹스 전략 수립,4
02,경영·회계·사무,01,기획사무,03,마케팅,01,마케팅전략기획,0201030118_21v4,18,마케팅 성과 관리,5
02,경영·회계·사무,01,기획사무,03,마케팅,02,고객관리,0201030201_21v3,01,고객관리 계획 수립,5
02,경영·회계·사무,01,기획사무,03,마케팅,02,고객관리,0201030206_21v3,06,고객 필요정보 제공,3
02,경영·회계·사무,01,기획사무,03,마케팅,02,고객관리,0201030207_21v3,07,고객관리 성과 평가,5
02,경영·회계·사무,01,기획사무,03,마케팅,02,고객관리,0201030210_21v4,10,고객 관계 관리,4
02,경영·회계·사무,01,기획사무,03,마케팅,02,고객관리,0201030211_21v4,11,고객데이터 분석,5
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030301_18v2,01,통계조사계획,5
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030302_18v2,02,표본설계,4
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030303_18v3,03,설문설계,4
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030304_18v2,04,실사관리,3
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030305_18v2,05,자료처리,3
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030308_18v4,08,보고서 작성,5
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030309_18v3,09,기술통계분석,4
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030310_18v3,10,회귀분석,5
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030311_18v3,11,응용 통계분석,6
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030315_18v2,15,2차 자료 분석,4
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030316_18v1,16,비즈니스 인텔리전스 지원,7
02,경영·회계·사무,01,기획사무,03,마케팅,03,통계조사,0201030317_21v4,17,인터뷰 정성조사,5
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030401_21v2,01,상품구성기획,4
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030402_21v2,02,상품매입,3
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030403_21v2,03,매장관리,3
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030404_21v2,04,판매촉진관리,4
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030405_21v2,05,판매 인력관리,4
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030406_21v2,06,고객관리,3
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030407_21v2,07,상권관리,4
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030408_21v2,08,유통물류관리,3
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030409_21v2,09,유통채널관리,5
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030412_21v2,12,성과관리,5
02,경영·회계·사무,01,기획사무,03,마케팅,04,유통관리,0201030413_21v2,13,유통정보관리,4
02,경영·회계·사무,02,총무·인사,01,총무,01,총무,0202010101_19v2,01,사업계획수립,5
02,경영·회계·사무,02,총무·인사,01,총무,01,총무,0202010102_19v2,02,행사지원관리,5
02,경영·회계·사무,02,총무·인사,01,총무,01,총무,0202010103_19v2,03,부동산관리,5
02,경영·회계·사무,02,총무·인사,01,총무,01,총무,0202010104_19v2,04,비품관리,2
02,경영·회계·사무,02,총무·인사,01,총무,01,총무,0202010105_19v2,05,차량운영관리,3
02,경영·회계·사무,02,총무·인사,01,총무,01,총무,0202010106_19v2,06,용역관리,4
02,경영·회계·사무,02,총무·인사,01,총무,01,총무,0202010107_19v2,07,업무지원,3
02,경영·회계·사무,02,총무·인사,01,총무,01,총무,0202010108_19v2,08,총무문서관리,2
02,경영·회계·사무,02,총무·인사,01,총무,01,총무,0202010109_19v2,09,복리후생지원,4
02,경영·회계·사무,02,총무·인사,01,총무,01,총무,0202010110_19v2,10,총무보안관리,4
02,경영·회계·사무,02,총무·인사,01,총무,02,자산관리,0202010201_13v1,01,자산관리 목표수립,5
02,경영·회계·사무,02,총무·인사,01,총무,02,자산관리,0202010202_13v1,02,자산관리 계획수립,5
02,경영·회계·사무,02,총무·인사,01,총무,02,자산관리,0202010203_19v2,03,자산취득,5
02,경영·회계·사무,02,총무·인사,01,총무,02,자산관리,0202010205_19v2,05,업무용 동산관리,4
02,경영·회계·사무,02,총무·인사,01,총무,02,자산관리,0202010207_19v2,07,자산처분,5
02,경영·회계·사무,02,총무·인사,01,총무,02,자산관리,0202010208_19v2,08,자산위탁관리,4
02,경영·회계·사무,02,총무·인사,01,총무,02,자산관리,0202010210_13v1,10,자산평가보고,6
02,경영·회계·사무,02,총무·인사,01,총무,02,자산관리,0202010211_19v2,11,부동산관리,4
02,경영·회계·사무,02,총무·인사,01,총무,02,자산관리,0202010212_19v2,12,시설물안전관리,5
02,경영·회계·사무,02,총무·인사,01,총무,02,자산관리,0202010213_19v2,13,자산위험관리,5
02,경영·회계·사무,02,총무·인사,01,총무,03,비상기획,0202010301_19v2,01,비상대비업무 사업계획수립,5
02,경영·회계·사무,02,총무·인사,01,총무,03,비상기획,0202010302_19v2,02,충무계획수립,5
02,경영·회계·사무,02,총무·인사,01,총무,03,비상기획,0202010303_19v2,03,을지연습,5
02,경영·회계·사무,02,총무·인사,01,총무,03,비상기획,0202010304_19v2,04,충무훈련,5
02,경영·회계·사무,02,총무·인사,01,총무,03,비상기획,0202010305_19v2,05,동원자원관리,3
02,경영·회계·사무,02,총무·인사,01,총무,03,비상기획,0202010306_19v2,06,민방위관리,3
02,경영·회계·사무,02,총무·인사,01,총무,03,비상기획,0202010307_19v2,07,비상기획 보안관리,4
02,경영·회계·사무,02,총무·인사,01,총무,03,비상기획,0202010308_19v2,08,안보위기관리,5
02,경영·회계·사무,02,총무·인사,01,총무,03,비상기획,0202010309_19v1,09,재난관리,5
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020101_23v3,01,인사기획,6
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020102_23v3,02,직무관리,5
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020103_23v4,03,인력채용,5
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020104_23v4,04,인력이동관리,5
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020105_23v3,05,인사평가,5
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020106_23v3,06,핵심인재관리,5
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020107_23v4,07,교육훈련운영,4
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020108_23v4,08,임금관리,5
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020109_23v5,09,급여지급,3
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020110_23v4,10,복리후생관리,4
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020111_23v3,11,조직문화관리,4
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020113_23v3,13,인사 아웃소싱,4
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020114_23v5,14,퇴직업무지원,3
02,경영·회계·사무,02,총무·인사,02,인사·조직,01,인사,0202020115_19v4,15,전직지원,5
02,경영·회계·사무,02,총무·인사,02,인사·조직,02,노무관리,0202020201_19v2,01,노사관계 계획,5
02,경영·회계·사무,02,총무·인사,02,인사·조직,02,노무관리,0202020202_19v2,02,노사관계 교육훈련,4
02,경영·회계·사무,02,총무·인사,02,인사·조직,02,노무관리,0202020203_23v3,03,단체교섭준비,5
02,경영·회계·사무,02,총무·인사,02,인사·조직,02,노무관리,0202020204_19v2,04,단체교섭,6
02,경영·회계·사무,02,총무·인사,02,인사·조직,02,노무관리,0202020205_19v2,05,단체협약이행,3
02,경영·회계·사무,02,총무·인사,02,인사·조직,02,노무관리,0202020206_19v2,06,노동쟁의 대응,6
02,경영·회계·사무,02,총무·인사,02,인사·조직,02,노무관리,0202020207_23v3,07,노사협의회 운영,4
02,경영·회계·사무,02,총무·인사,02,인사·조직,02,노무관리,0202020208_23v3,08,위원회 운영,4
02,경영·회계·사무,02,총무·인사,02,인사·조직,02,노무관리,0202020209_23v3,09,노사갈등 해결,4
02,경영·회계·사무,02,총무·인사,02,인사·조직,02,노무관리,0202020210_19v2,10,노사관계 평가,5
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030101_22v2,01,경영진 지원업무,2
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030102_22v3,02,경영 환경 동향 분석,4
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030103_22v2,03,경영진 일정관리,3
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030104_22v2,04,출장관리,4
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030105_22v2,05,응대업무,3
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030106_22v3,06,보고업무,3
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030107_22v3,07,경영진 문서 작성관리,3
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030108_22v3,08,회의의전관리,4
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030109_22v2,09,비서 사무정보관리,2
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030111_22v2,11,경영진 예결산관리,3
02,경영·회계·사무,02,총무·인사,03,일반사무,01,비서,0202030114_22v3,14,글로벌 경영사무 지원 ,4
02,경영·회계·사무,02,총무·인사,03,일반사무,02,사무행정,0202030201_22v3,01,문서 작성,3
02,경영·회계·사무,02,총무·인사,03,일반사무,02,사무행정,0202030202_22v3,02,문서 관리,2
02,경영·회계·사무,02,총무·인사,03,일반사무,02,사무행정,0202030203_22v4,03,자료 관리,4
02,경영·회계·사무,02,총무·인사,03,일반사무,02,사무행정,0202030206_22v4,06,회의 운영,2
02,경영·회계·사무,02,총무·인사,03,일반사무,02,사무행정,0202030207_22v4,07,사무행정 업무 관리,3
02,경영·회계·사무,02,총무·인사,03,일반사무,02,사무행정,0202030208_22v4,08,사무환경 조성,2
02,경영·회계·사무,02,총무·인사,03,일반사무,02,사무행정,0202030209_22v2,09,사무자동화 프로그램 활용,3
02,경영·회계·사무,02,총무·인사,03,일반사무,02,사무행정,0202030210_22v2,10,그룹웨어 활용,2
02,경영·회계·사무,02,총무·인사,03,일반사무,02,사무행정,0202030211_22v1,11,경영정보시각화,4
02,경영·회계·사무,03,재무·회계,01,재무,01,예산,0203010101_20v3,01,예산편성지침 수립,4
02,경영·회계·사무,03,재무·회계,01,재무,01,예산,0203010102_20v3,02,부문예산 수립,4
02,경영·회계·사무,03,재무·회계,01,재무,01,예산,0203010103_20v3,03,연간 종합예산 수립,5
02,경영·회계·사무,03,재무·회계,01,재무,01,예산,0203010104_20v3,04,추정재무제표 작성,3
02,경영·회계·사무,03,재무·회계,01,재무,01,예산,0203010105_20v3,05,확정 예산 운영,3
02,경영·회계·사무,03,재무·회계,01,재무,01,예산,0203010106_20v3,06,예산 실적 관리,4
02,경영·회계·사무,03,재무·회계,01,재무,01,예산,0203010107_20v3,07,예산 위험 관리,6
02,경영·회계·사무,03,재무·회계,01,재무,02,자금,0203010201_20v3,01,자금계획 수립,6
02,경영·회계·사무,03,재무·회계,01,재무,02,자금,0203010202_20v3,02,자금조달,5
02,경영·회계·사무,03,재무·회계,01,재무,02,자금,0203010204_20v3,04,자금운용,4
02,경영·회계·사무,03,재무·회계,01,재무,02,자금,0203010205_20v3,05,자금정보제공,3
02,경영·회계·사무,03,재무·회계,01,재무,02,자금,0203010206_20v3,06,재무위험관리,5
02,경영·회계·사무,03,재무·회계,01,재무,02,자금,0203010207_20v3,07,성과 분석,6
02,경영·회계·사무,03,재무·회계,02,회계,01,회계·감사,0203020101_20v4,01,전표관리,2
02,경영·회계·사무,03,재무·회계,02,회계,01,회계·감사,0203020102_20v4,02,자금관리,2
02,경영·회계·사무,03,재무·회계,02,회계,01,회계·감사,0203020103_20v4,03,원가계산,2
02,경영·회계·사무,03,재무·회계,02,회계,01,회계·감사,0203020104_23v5,04,결산처리,2
02,경영·회계·사무,03,재무·회계,02,회계,01,회계·감사,0203020105_20v4,05,회계정보시스템 운용,2
02,경영·회계·사무,03,재무·회계,02,회계,01,회계·감사,0203020107_20v4,07,회계감사,5
02,경영·회계·사무,03,재무·회계,02,회계,01,회계·감사,0203020108_20v4,08,사업결합회계,6
02,경영·회계·사무,03,재무·회계,02,회계,01,회계·감사,0203020109_20v4,09,비영리회계,4
02,경영·회계·사무,03,재무·회계,02,회계,01,회계·감사,0203020110_20v2,10,원가관리,3
02,경영·회계·사무,03,재무·회계,02,회계,01,회계·감사,0203020112_23v5,12,재무제표작성,3
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020201_23v6,01,적격증빙관리,2
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020204_23v6,04,원천징수,3
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020205_23v6,05,부가가치세 신고,3
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020206_23v6,06,종합소득세 신고,4
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020208_23v6,08,지방세 신고,3
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020209_23v5,09,기타 세무신고,5
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020210_23v5,10,세무조사 대응,6
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020211_23v5,11,조세불복청구,6
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020212_23v5,12,절세방안 수립,6
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020213_23v6,13,세무조정 준비,3
02,경영·회계·사무,03,재무·회계,02,회계,02,세무,0203020214_23v6,14,법인세 신고,5
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010101_23v3,01,구매전략 수립,7
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010102_23v3,02,신규 공급자 발굴,5
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010103_23v3,03,공급자 육성,5
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010104_23v3,04,구매 발주관리,3
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010105_23v3,05,구매품 품질관리,4
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010106_23v3,06,개발구매,5
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010107_23v3,07,구매 원가관리,6
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010108_23v3,08,구매 원가 절감 실행,5
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010109_23v3,09,구매 계약,4
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010110_23v3,10,구매 성과관리,5
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010111_23v2,11,구매 리스크관리,7
02,경영·회계·사무,04,생산·품질관리,01,생산관리,01,구매관리,0204010112_23v1,12,공급자 관계관리,6
02,경영·회계·사무,04,생산·품질관리,01,생산관리,02,자재관리,0204010201_20v2,01,자재관리 전략수립,7
02,경영·회계·사무,04,생산·품질관리,01,생산관리,02,자재관리,0204010202_20v2,02,자재조달 계획수립,6
02,경영·회계·사무,04,생산·품질관리,01,생산관리,02,자재관리,0204010203_20v2,03,자재 입고관리,3
02,경영·회계·사무,04,생산·품질관리,01,생산관리,02,자재관리,0204010204_20v2,04,자재창고 운영관리,4
02,경영·회계·사무,04,생산·품질관리,01,생산관리,02,자재관리,0204010205_20v2,05,자재 운영관리,4
02,경영·회계·사무,04,생산·품질관리,01,생산관리,02,자재관리,0204010206_20v2,06,자재 출고관리,3
02,경영·회계·사무,04,생산·품질관리,01,생산관리,02,자재관리,0204010207_20v2,07,사내물류관리,5
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010301_23v3,01,생산계획수립,7
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010302_23v3,02,공정설계,6
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010303_23v3,03,공정편성,5
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010304_23v3,04,작업계획수립,5
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010305_23v3,05,표준작업관리,4
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010306_23v3,06,공정품질관리,3
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010307_23v3,07,설비일상관리,3
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010308_23v3,08,설비보전관리,4
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010309_23v3,09,공정지표관리,5
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010310_23v3,10,공정개선,4
02,경영·회계·사무,04,생산·품질관리,01,생산관리,03,공정관리,0204010311_23v2,11,설비자산관리,5
